//ID,NAME,JNAME,TYPE,PRICE,SELL,WEIGHT,ATK,MATK,DEF,MDEF,RANGE,SLOT,JOB,GENDER,LOC,WLV,ELV,VIEW,ELEMENT,EFFECT
4188,Goblin_Archer_Card,Goblin_Archer_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,Gryphon_Card,Gryphon_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,Dark_Frame_Card,Dark_Frame_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4191,Wind_Ghost_Card,Wind_Ghost_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,Merman_Card,Merman_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,Cookie_Card,Cookie_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,Aster_Card,Aster_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,Carat_Card,Carat_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,Bloody_Knight_Card,Bloody_Knight_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,Clock_Card,Clock_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,Clock_Tower_Manager_Card,Clock_Tower_Manager_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4199,Alligator_Card,Alligator_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,Dark_Lord_Card,Dark_Lord_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,Orc_Lady_Card,Orc_Lady_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,Megalith_Card,Bongun_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4203,Alice_Card,Alice_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4204,Raydric_Archer_Card,Raydric_Archer_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,Greatest_General_Card,Greatest_General_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,Stalactic_Golem_Card,Bongun_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4207,Tri_Joint_Card,Tri_Joint_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,Steam_Goblin_Card,Steam_Goblin_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,Sage_Worm_Card,Sage_Worm_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4210,Kobold_Archer_Card,Kobold_Archer_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,Chimera_Card,Chimera_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,Headset,Headset,5,20,0,200,0,0,3,0,0,0,8191,2,256,0,0,87,0,0
5002,Gemmed_Crown,"Jewel Crown",5,20,0,600,0,0,4,3,0,0,2210,2,256,0,60,88,0,0
5003,Joker_Jester,"Joker Jester",5,20,0,100,0,0,1,5,0,0,8191,2,256,0,0,89,0,0
5004,Oxygen_Mask,"Oxygen Mask",5,20,0,200,0,0,0,0,0,0,8191,2,1,0,0,90,0,0
5005,Gas_Mask,"Gas Mask",5,20,0,100,0,0,1,0,0,0,8191,2,513,0,0,91,0,0
5006,Machoman_Glasses,"Machoman Glasses",5,36000,0,100,0,0,1,0,0,0,8191,2,512,0,0,92,0,0
5007,Lord_Circlet,"Grand Circlet",5,20,0,200,0,0,3,4,0,0,8191,2,256,0,55,93,0,0
5008,Puppy_Love,"Puppy Love",5,20,0,100,0,0,1,0,0,0,8191,2,256,0,0,94,0,0
5009,Safety_Helmet,"Saftey Helmet",5,20,0,500,0,0,3,3,0,0,8191,2,256,0,0,95,0,0
5010,Indian_Hair_Piece,"Indian FIllet",5,20,0,100,0,0,3,0,0,0,8191,2,256,0,0,96,0,0
5011,Antenna,Antenna,5,20,0,100,0,0,3,0,0,0,8191,2,256,0,0,97,0,0
5012,Ph.D_Hat,"PH.D Hat",5,20,0,200,0,0,3,3,0,0,8191,2,256,0,0,98,0,0
5013,Horn_Of_Lord_Kaho,"Lord Kaho's Horns",5,20,0,100,0,0,5,0,0,0,8191,2,256,0,0,99,0,0
5014,Fin_Helm,"Fin Helm",5,20,0,300,0,0,2,0,0,0,130,2,512,0,65,100,0,0
5015,Egg_Shell,"Egg Shell",5,20,0,200,0,0,3,0,0,0,8191,2,256,0,0,101,0,0
5016,Boy's_Cap,"Boy's Cap",5,20,0,100,0,0,2,0,0,0,8191,2,256,0,0,102,0,0
5017,Bone_Helm,"Bone Helm",5,20,0,800,0,0,7,0,0,0,2210,2,256,0,70,103,0,0
5018,Feather_Bonnet,"Feather Bonnet",5,20,0,300,0,0,4,0,0,0,520,2,256,0,0,104,0,0
5019,Corsair,Corsair,5,20,0,500,0,0,5,0,0,0,8191,2,256,0,0,105,0,0
5020,Kafra_Hairband,"kafra Hairband",5,10,0,500,0,0,3,3,0,0,2088959,2,256,0,0,106,0,0
5021,Money_Lose_Hat,"Cash Bag",5,0,0,1200,0,0,4,0,0,0,263200,2,256,0,38,107,0,0
5022,Solar_Hat,"Solar God Helm",5,0,0,1200,0,0,4,0,0,0,2088959,2,768,0,0,138,0,0
5023,Bundle,Bundle,5,0,0,1000,0,0,0,0,0,0,263200,2,256,0,0,108,0,0
5024,Cake_Hat,"Cake Hat",5,0,0,1500,0,0,1,0,0,0,2088958,2,256,0,0,109,0,0
5025,Angel_Pitch,"Angel Helm",5,0,0,1600,0,0,5,3,0,0,2088958,2,256,0,74,110,0,0
5026,Chef_Hat,"Chef Helm",5,0,0,300,0,0,1,0,0,0,2088958,2,256,0,50,111,0,0
5027,Magic_Instructor's_Hat,"Magic Instructor's Hat",5,0,0,300,0,0,5,0,0,0,260,2,256,0,0,112,0,0
5028,Candlelight,Candlelight,5,0,0,150,0,0,5,0,0,0,2088959,2,256,0,0,113,0,0
5029,Spore_Hat,"Spore Hat",5,0,0,900,0,0,3,0,0,0,2088959,2,256,0,20,114,0,0
5030,Panda_Hat,"Panda Hat",5,0,0,800,0,0,3,0,0,0,2088959,2,256,0,40,115,0,0
5031,Miner's_Helmet,"Miner's Helmet",5,0,0,1500,0,0,4,0,0,0,2088959,2,256,0,55,116,0,0
5032,Outing_Hat,"Sunshine Hat",5,0,0,800,0,0,1,0,0,0,2088959,2,256,0,0,117,0,0
5033,Smokie_Hat,"Smokie Hat",5,0,0,900,0,0,3,0,0,0,2088959,2,256,0,50,118,0,0
5034,Bulb_Band,"Bulb Band",5,0,0,500,0,0,0,0,0,0,2088959,2,256,0,0,119,0,0
5035,Poring_Hat,"Poring Hat",5,0,0,700,0,0,2,0,0,0,2088959,2,256,0,38,120,0,0
5036,Cross_Headbelt,"Cross Headband",5,0,0,250,0,0,1,0,0,0,2088959,2,256,0,10,121,0,0
5037,Fruit_Shell,"Apple Hat",5,0,0,150,0,0,4,0,0,0,2088959,2,256,0,5,122,0,0
5038,Deviruchi_Hat,Deviurchi_Hat,5,0,0,800,0,0,2,0,0,0,2088959,2,256,0,64,123,0,0
5039,Mottled_Eggshell,"Spotted Eggshell",5,0,0,400,0,0,4,0,0,0,2088959,2,256,0,19,124,0,0
5040,Ley,"Innocence of Maiden",5,0,0,100,0,0,0,0,0,0,2088959,2,512,0,0,125,0,0
5041,Heart_Hairpin,"Heat Hairpin",5,0,0,100,0,0,0,0,0,0,2088959,2,512,0,0,126,0,0
5042,Chunlee_Hat,"Dumpling Decoration",5,0,0,150,0,0,0,0,0,0,2088959,2,256,0,14,127,0,0
5043,Opera_Ghost_Mask,"Opera Ghost Mask",5,0,0,200,0,0,1,0,0,0,2088959,2,512,0,20,128,0,0
5044,Wing_Of_Demon,"Wing of Demon",5,0,0,350,0,0,2,0,0,0,2088959,2,256,0,45,129,0,0
5045,Magic_Hat,"Magic Hat",5,0,0,500,0,0,3,0,0,0,2088959,2,256,0,50,130,0,0
5046,Bongun_Hat,"Bongun Hat",5,0,0,300,0,0,5,0,0,0,2088959,2,769,0,0,139,0,0
5047,Fashion_Sunglasses,"Fashion Sunglasses",5,0,0,100,0,0,0,0,0,0,2088959,2,256,0,0,131,0,0
5048,Cresent_Pin,Cresent_Pin,5,0,0,100,0,0,0,0,0,0,2088959,2,256,0,0,132,0,0
5049,Striped_Bandana,"Striped Bandana",5,0,0,150,0,0,1,0,0,0,2088959,2,256,0,0,133,0,0
5050,Mysterious_Fruit_Shell,"Mysterious Apple Hat",5,0,0,300,0,0,5,0,0,0,2088959,2,256,0,30,134,0,0
5051,Cat_Drop,Hat,5,0,0,100,0,0,5,0,0,0,2088959,2,1,0,0,135,0,0
5052,Blue_Bandana,"Blue Bandana",5,0,0,150,0,0,1,0,0,0,2088959,2,256,0,0,136,0,0
5053,Sphinx_Hat,"Sphinx Hat",5,0,0,3000,0,0,5,0,0,0,16514,2,769,0,0,137,0,0
5054,Assassin_Mask,"Assassin Mask",5,20,10,100,0,0,2,0,0,0,4096,2,1,0,70,180,0,0
5055,Eggshell_For_Novice,"Eggshell for Novice",5,1,1,10,0,0,2,0,0,0,8388609,2,256,0,1,101,0,0
5056,Fruit_of_Love,"Fruit of Love",5,20,10,100,0,0,2,0,0,0,4096,2,1,0,70,140,0,0
5057,Black_Cat_Ears,"Black Cat Ears",5,20,10,200,0,0,2,0,0,0,2088959,2,256,0,45,141,0,0
5058,Drooped_Cat,"Drooped Cat",5,20,10,500,0,0,1,15,0,0,2088959,2,256,0,1,142,0,0
5059,Bear_Hat,"Bear Hat",5,20,10,800,0,0,3,0,0,0,2088959,2,256,0,50,143,0,0
5060,Party_Hat,"Party Hat",5,20,10,300,0,0,3,0,0,0,2088959,2,256,0,50,144,0,0
5061,Flower_Hairpin,"Flower Hairpin",5,20,10,100,0,0,1,0,0,0,2088959,2,256,0,1,145,0,0
5062,Straw_Hat,"Straw Hat",5,20,10,200,0,0,3,0,0,0,2088959,2,256,0,50,146,0,0
5063,Band-aid,Band-aid,5,20,10,100,0,0,1,0,0,0,2088958,2,256,0,1,147,0,0
5064,Transformation_Leaf,"Transformation Leaf",5,20,10,100,0,0,1,0,0,0,2088959,2,256,0,1,148,0,0
5065,Green_Fresh_Fish,"Green Fresh Fish",5,20,10,500,0,0,2,0,0,0,2088959,2,256,0,50,149,0,0
5066,Succubus_Horns,"Succubus Horns",5,20,10,800,0,0,4,10,0,0,2088958,2,256,0,70,150,0,0
5067,Sombrero,Sombrero,5,20,10,350,0,0,4,0,0,0,2088958,2,256,0,1,151,0,0
5068,Ear-wing_of_Demon,"Ear-wing of Demon",5,20,10,100,0,0,1,0,0,0,2088959,2,512,0,70,152,0,0
5069,Fox_Mask,"Fox Mask",5,20,10,300,0,0,1,0,0,0,2088958,2,256,0,1,153,0,0
5070,Burning_Blood_Bandana,"Burning Blood Bandana",5,20,10,100,0,0,1,0,0,0,2088958,2,256,0,1,154,0,0
5071,Indian_Headband,"Indian Headband",5,20,10,200,0,0,1,0,0,0,2088958,2,256,0,1,155,0,0
5072,Incubus_Horns,"Incubus Horns",5,20,10,800,0,0,4,10,0,0,2088958,2,256,0,70,156,0,0
5073,Teacher's_Pet,"Teacher's Pet",5,20,10,700,0,0,2,0,0,0,2088958,2,256,0,1,157,0,0
5074,Ear-wing_of_Angel,"Ear-wing of Angel",5,20,10,100,0,0,1,0,0,0,2088959,2,512,0,70,158,0,0
5075,Cowboy_Hat,"Cowboy Hat",5,20,10,500,0,0,4,0,0,0,2088959,2,256,0,1,159,0,0
5076,Wool_Hat,"Wool Hat",5,20,10,350,0,0,2,0,0,0,2088959,2,256,0,1,160,0,0
5077,Tulip_Hairpin,"Tulip Hairpin",5,20,10,100,0,0,1,0,0,0,2088959,2,256,0,1,161,0,0
5078,Sea_Otter_Hat,"Sea Otter Hat",5,20,10,800,0,0,3,0,0,0,2088959,2,256,0,50,162,0,0
5079,Cross-Shaped_Hairpin,"Cross-Shaped Hairpin",5,20,10,100,0,0,1,0,0,0,2088959,2,256,0,1,163,0,0
5080,Queen's_Crown,"Queen's Crown",5,20,10,400,0,0,4,0,0,0,2088959,2,256,0,45,164,0,0
5081,Crown_of_Mistress,"Crown of Mistress",5,20,10,100,0,0,1,0,0,0,2088958,0,256,0,75,165,0,0
5082,Mushroom_Headband,"Mushroom Headband",5,20,10,100,0,0,2,0,0,0,2088959,2,256,0,1,166,0,0
5083,Ribbon_of_Deep-Red,"Ribbon of Deep-Red",5,20,10,200,0,0,1,10,0,0,2088959,0,256,0,45,167,0,0
5084,Annoying_Racoon_Hat,"Annoying Racoon Hat",5,20,10,500,0,0,1,0,0,0,2088958,2,256,0,1,168,0,0
5085,Tiny_Ribbons,"Tiny Ribbons",5,20,10,100,0,0,1,0,0,0,2088959,0,512,0,45,169,0,0
5086,Alarm_Mask,"Alarm Mask",5,20,10,100,0,0,2,0,0,0,2088959,2,513,0,1,170,0,0
5087,Expressionless_Mask,"Expressionless Mask",5,20,10,100,0,0,2,0,0,0,2088959,2,513,0,1,171,0,0
5088,Surprised_Mask,"Surprised Mask",5,20,10,100,0,0,2,0,0,0,2088959,2,513,0,1,172,0,0
5089,Annoyed_Mask,"Annoyed Mask",5,20,10,100,0,0,2,0,0,0,2088959,2,513,0,1,173,0,0
5090,Goblin_Leader_Mask,"Goblin Leader Mask",5,20,10,100,0,0,2,0,0,0,2088959,2,513,0,1,174,0,0
5091,Golden_Bells,"Golden Bells",5,20,10,200,0,0,2,0,0,0,2088958,2,768,0,35,175,0,0
5092,Nun_Hat,"Nun Hat",5,150000,10,300,0,0,5,0,0,0,5120,2,768,0,65,177,0,0
5093,Nun_Hat_,"Nun Hat",5,20,10,300,0,0,5,0,0,1,5120,2,768,0,65,177,0,0
5094,Ork_Hero_Helmet,"Ork Hero Helmet",5,20,10,900,0,0,5,0,0,0,2088958,2,768,0,55,178,0,0
5096,Assassin's_Mask_,"Assassin's Mask",5,20,10,100,0,0,2,0,0,0,4096,2,1,0,70,180,0,0
5097,Two_Year_Anniversary_Hat,"Two Year Anniversary Hat",5,20,10,300,0,0,3,0,0,0,2088959,2,256,0,50,144,0,0
5098,Tiger_Mask,"Tiger Mask",5,20,10,40,0,0,2,0,0,0,2088959,2,256,0,50,181,0,0
5099,Neko_Mimi,"Neko MImi",5,20,0,30,0,0,1,10,0,0,14671871,2,256,0,0,182,0,0
5100,Sale_Sign,"Sale Sign",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,183,0,0
5101,Takius_Blindfold,"Takius Blindfold",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,184,0,0
5102,Round_Eyes,"Round Eyes",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,185,0,0
5103,Sunflower_Pin,"Sunflower Pin",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,186,0,0
5104,Black_Blindfold,"Black Blindfold",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,187,0,0
5105,2nd_Annual_Commemoration_Hat,"2nd Annual Commemoration Hat",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,188,0,0
5106,2nd_Annual_Commemoration_Hat_,"2nd Annual Commemoration Hat",5,20,10,800,0,0,4,0,0,0,2088958,2,256,0,75,189,0,0
9001,Poring_Egg,Poring_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9002,Drops_Egg,Drops_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9003,Poporing_Egg,Poporing_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9004,Lunatic_Egg,Lunatic_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9005,Picky_Egg,Picky_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9006,Chonchon_Egg,Chonchon_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9007,Steel_Chonchon_Egg,Steel_Chonchon_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9008,Hunter_Fly_Egg,Hunter_Fly_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9009,Savage_Bebe_Egg,Savage_Bebe_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9010,Baby_Desert_Wolf_Egg,Baby_Desert_Wolf_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9011,Rocker_Egg,Rocker_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9012,Spore_Egg,Spore_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9013,Poison_Spore_Egg,Poison_Spore_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9014,PecoPeco_Egg,PecoPeco_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9015,Smokie_Egg,Smokie_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9016,Yoyo_Egg,Yoyo_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9017,Orc_Warrior_Egg,Orc_Warrior_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9018,Munak_Egg,Munak_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9019,Dokkaebi_Egg,Dokkaebi_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9020,Sohee_Egg,Sohee_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9021,Isis_Egg,Isis_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9022,Green_Petite_Egg,Green_Petite_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9023,Deviruchi_Egg,Deviruchi_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9024,Bapho_Jr._Egg,Bapho_Jr._Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9025,Bongun_Egg,Bongun_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9026,Zealotus_Egg,Zealotus_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9027,Alice_Egg,Alice_Egg,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
10001,Skull_Helm,Skull_Helm,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10002,Monster_Oxygen_Mask,Monster_Oxygen_Mask,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10003,Transparent_Headgear,Transparent_Headgear,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10004,Pacifier,Pacifier,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10005,Wig,Wig,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10006,Queen's_Hair_Ornament,Queen's_Hair_Ornament,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10007,Silk_Ribbon,Silk_Ribbon,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10008,Punisher,Punisher,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10009,Wild_Flower,Wild_Flower,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10010,Battered_Pot,Battered_Pot,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10011,Stellar_Hairpin,Stellar_Hairpin,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10012,Tiny_Egg_Shell,Tiny_Egg_Shell,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10013,Backpack,Backpack,4,1500,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10014,Rocker_Glasses,Rocker_Glasses,4,2000,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10015,Green_Lace,Green_Lace,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10016,Golden_Bell,Golden_Bell,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10017,Bark_Shorts,Bark_Shorts,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10018,Monkey_Circlet,Monkey_Circlet,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10019,Red_Muffler,Red_Muffler,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
10020,Spiritual_Sword,Spiritual_Sword,4,20,0,0,0,0,0,0,0,0,2088959,2,0,0,0,0,0,123
