ID,Name,"Display name",LV,HP,SP,exp,jexp,aRan,atk1,atk2(atk1+atk2),def,mdef,str,agi,vit,int,dex,luk,Range2(as),Range3(es),scale,race,Element(property),mode,Mspeed,aDelay(rechargeTime),aMotion(attackMT),dMotion(attackedMT)
1569,G_BLOODY_KNIGHT,"Bloody Knight",82,57870,0,1,1,3,2150,3030,60,50,88,75,70,77,125,55,10,12,2,0,87,21,250,828,528,192
1570,G_CRAMP,Cramp,56,4720,0,1,1,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,5,100,1000,500,1000
1571,G_DEVIECE,Deviece,47,19192,0,1,1,1,514,674,10,20,1,47,62,48,62,25,10,12,1,5,81,17,400,1680,480,384
1572,G_DROPS,Drops,3,55,0,1,1,1,10,13,0,0,1,3,3,0,12,15,10,12,1,3,23,3,400,1372,672,480
1573,G_ELDER,Elder,64,21592,0,1,1,3,421,560,45,68,1,76,68,142,72,86,10,12,2,7,80,5,200,1564,864,576
1574,G_ELDER_WILLOW,"Elder Willow",20,693,0,1,1,1,58,70,10,30,1,20,25,35,38,30,10,12,1,3,43,5,200,1372,672,432
1575,G_FLORA,Flora,26,2092,0,1,1,3,242,273,10,35,1,26,35,5,43,80,10,12,2,3,22,4,1000,1432,432,576
1576,G_GHOSTRING,Ghostring,18,73300,0,1,1,1,82,122,0,60,40,27,18,45,72,30,10,12,1,6,88,53,300,1220,1080,648
1577,G_GOBLIN_ARCHER,"Goblin Archer",28,1750,0,1,1,9,89,113,0,0,10,15,20,15,72,20,10,12,0,7,25,5,200,1172,672,420
1578,G_HOORONG,Hoorong,34,1939,0,1,1,1,275,327,99,50,1,34,10,0,50,0,10,12,0,0,83,13,400,1888,1152,828
1579,G_HYDRA,Hydra,14,660,0,1,1,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,4,1000,800,432,600
1580,G_INCUBUS,Incubus,75,17281,0,1,1,2,1408,1873,58,46,1,97,95,150,89,87,10,12,1,6,67,5,200,1564,864,576
1581,G_VOCAL,Vocal,18,2956,0,1,1,1,71,82,12,6,1,28,36,1,53,18,10,10,1,4,22,21,200,1080,648,480
1582,DEVILING,Deviling,31,64500,0,211,412,1,135,270,5,70,1,1,1,1,1,1,10,10,1,6,87,21,200,1272,672,672
1583,TAO_GUNKA,"Tao Gunka",70,19300,0,59175,10445,1,1450,1770,79,74,23,32,10,74,52,30,10,12,1,6,22,21,400,1200,672,480
1584,TAMRUAN,Tamruan,52,10234,0,3812,55,1,489,534,38,94,65,9,80,65,120,30,10,12,2,6,67,5,200,900,672,480
1585,MIME_MONKEY,"Mime Monkey",33,15480,0,2312,531,1,420,589,9,7,17,43,15,21,60,30,10,12,1,2,40,9,250,1872,672,480
1586,LEAF_CAT,"Leaf Cat",38,2396,0,165,1212,1,266,307,12,51,14,43,3,73,56,30,10,12,1,2,22,3,190,1000,572,480
1587,KRABEN,Kraben,50,5880,0,257,1652,1,125,765,1,66,15,15,4,16,27,30,10,12,1,0,48,5,130,1872,672,480
1588,XMAS_ORC,"Orc Warrior",24,1400,0,261,160,1,104,126,10,5,1,24,48,25,34,10,10,12,1,7,22,5,200,1864,864,288
1589,G_MANDRAGORA,Mandragora,12,405,0,1,1,4,26,35,0,25,1,12,24,0,36,15,10,12,1,3,62,4,1000,1768,768,576
1590,G_GEOGRAPHER,Geographer,56,8071,0,1,1,3,467,621,28,26,1,67,47,60,68,44,10,12,1,3,62,4,200,1564,864,576
1591,G_LUNATIC,Lunatic,3,60,0,1,1,1,9,12,0,20,1,3,3,10,8,60,10,12,0,2,60,1,200,1456,456,336
1592,G_MOBSTER,Mobster,61,11347,0,1,1,1,910,1128,41,37,76,46,20,35,76,55,10,12,1,7,20,53,250,1100,560,580
1593,G_ANCIENT_MUMMY2,"Ancient Mummy",1,50,0,1,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1594,G_FREEZER,Freezer,72,12263,0,1,1,2,672,984,55,43,69,41,59,5,67,100,10,12,1,2,41,53,250,1452,483,528
1595,G_MARIN,Marin,15,742,0,1,1,1,39,43,0,10,1,10,10,5,35,15,10,12,1,3,41,1,400,1872,672,480
1596,G_TAMRUAN,Tamruan,56,55210,0,1,1,1,800,1000,54,10,65,9,80,1,120,30,10,12,2,6,87,5,300,1100,672,480
1597,G_GARGOYLE,Gargoyle,48,3950,0,1,1,9,290,360,10,10,15,61,20,20,126,40,10,12,1,6,64,5,200,1020,720,384
1598,G_BLAZZER,Blazzer,43,8252,0,1,1,2,533,709,50,40,1,52,50,39,69,40,10,12,0,6,43,5,200,1564,864,576
1599,G_WHISPER_BOSS,"Whisper Boss",1,50,0,1,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1600,G_HEATER,Heater,68,15648,0,1,1,2,682,1007,40,42,69,47,25,5,71,100,10,12,1,2,43,53,250,1452,483,528
1601,G_PERMETER,Permeter,63,11684,0,1,1,2,943,1212,46,45,69,59,60,5,69,100,10,12,1,2,40,17,250,1100,483,528
1602,G_SOLIDER,Soldier,1,50,0,1,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1603,G_BIGFOOT,Bigfoot,25,1619,0,1,1,1,198,220,10,0,1,25,55,15,20,25,10,12,2,2,22,1,300,1260,192,192
1604,G_GIANT_HONET,"Giant Hornet",56,12834,0,1,1,1,650,851,38,43,35,38,32,10,71,64,10,12,0,4,24,53,155,1292,792,340
1605,G_DARK_ILLUSION,"Dark Illusion",77,101487,0,1,1,2,1300,1982,64,70,5,100,40,100,97,40,10,12,2,6,89,53,145,1024,768,480
1606,G_BABY_GARM,"Baby Garm",61,20199,0,1,1,1,680,1179,34,13,0,30,0,0,85,0,10,12,1,2,41,5,400,608,408,336
1607,G_GOBLINE_XMAS,"Goblin Xmas",25,1176,0,1,1,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,53,100,1120,620,240
1608,G_THIEF_BUG_MALE,"Thief Bug Male",19,583,0,1,1,1,76,88,15,5,1,29,16,5,36,0,10,12,1,4,27,13,300,988,288,768
1609,G_DANCING_DRAGON,"Dancing Dragon",54,9136,0,1,1,1,550,789,39,10,62,45,55,25,78,10,10,12,1,6,67,3,200,2492,392,842
1613,METALING,Metaling,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1614,MINERAL,Mineral,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1615,OBSIDIAN,Obsidian,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1616,PITMAN,Pitman,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1617,WASTE_STOVE,"Waste Stove",1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1618,UNGOLIANT,Ungoliant,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1619,PORCELLIO,Porcellio,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1620,NOXIOUS,Noxious,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1621,VENOMOUS,Venomous,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1622,TEDDY_BEAR,"Teddy Bear",1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
1623,RSX_0806,"RSX 0806",1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,3,400,1872,672,480
