ID,Name,JName,SType,MLV,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SP10,Delay1,Delay2,Delay3,Delay4,Delay5,Delay6,Delay7,Delay8,Delay9,Delay10,HP,JLevel,Item1,Item1Count,Item2,Item2Count,Item3,Item3Count,Item4,Item4Count,Item5,Item5Count,Item6,Item6Count,Item7,Item7Count,Cast,CastLv+,CastLim,Range,Ele,Dat1_1,Dat1_2,Dat1_3,Dat1_4,Dat1_5,Dat1_6,Dat1_7,Dat1_8,Dat1_9,Dat1_10,Dat2_1,Dat2_2,Dat2_3,Dat2_4,Dat2_5,Dat2_6,Dat2_7,Dat2_8,Dat2_9,Dat2_10,Dat3_1,Dat3_2,Dat3_3,Dat3_4,Dat3_5,Dat3_6,Dat3_7,Dat3_8,Dat3_9,Dat3_10,Dat4_1,Dat4_2,Dat4_3,Dat4_4,Dat4_5,Dat4_6,Dat4_7,Dat4_8,Dat4_9,Dat4_10,Range2,Icon,Job,JobA,JobB,Req1_1,RLV1_1,Req2_1,RLV2_1,Req3_1,RLV3_1,Req4_1,RLV4_1,Req5_1,RLV5_1,Req2_1,RLV2_1,Req2_2,RLV2_2,Req2_3,RLV2_3,Req2_4,RLV2_4,Req2_5,RLV2_5 
261,MO_CALLSPIRITS,MO_CALLSPIRITS,4,5,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,1,1,1,1,1,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,259,2,,,,,,,,,,,,,,,,,,
262,MO_ABSORBSPIRITS,MO_ABSORBSPIRITS,16,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,9,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,261,5,,,,,,,,,,,,,,,,,,
263,MO_TRIPLEATTACK,MO_TRIPLEATTACK,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,27,26,25,24,23,22,21,20,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,32768,,,265,5,,,,,,,,,,,,,,,,,,
264,MO_BODYRELOCATION,MO_BODYRELOCATION,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,2,3,,,,,,,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,260,2,268,3,271,3,,,,,,,,,,,,,,
265,MO_DODGE,MO_DODGE,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,6,7,9,10,12,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,259,5,261,5,,,,,,,,,,,,,,,,
266,MO_INVESTIGATE,MO_INVESTIGATE,1,5,10,14,17,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,1,,175,250,325,400,475,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,261,5,,,,,,,,,,,,,,,,,,
267,MO_FINGEROFFENSIVE,MO_FINGEROFFENSIVE,1,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,9,,150,175,200,225,250,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,266,3,,,,,,,,,,,,,,,,,,
268,MO_STEELBODY,MO_STEELBODY,4,5,200,200,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,30,60,90,120,150,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,273,3,,,,,,,,,,,,,,,,,,
269,MO_BLADESTOP,MO_BLADESTOP,4,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,1,,50,50,50,50,50,,,,,,,266,267,272,273,,,,,,20,30,40,50,60,,,,,,,,,,,,,,,,,,32768,,,265,5,,,,,,,,,,,,,,,,,,
270,MO_EXPLOSIONSPIRITS,MO_EXPLOSIONSPIRITS,4,5,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,15,17,20,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,86,32768,,,262,1,,,,,,,,,,,,,,,,,,
271,MO_EXTREMITYFIST,MO_EXTREMITYFIST,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,5,,4000,5500,7000,8500,10000,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,270,3,267,3,,,,,,,,,,,,,,,,
272,MO_CHAINCOMBO,MO_CHAINCOMBO,4,5,17,19,21,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,263,5,,,,,,,,,,,,,,,,,,
273,MO_COMBOFINISH,MO_COMBOFINISH,4,5,23,26,29,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,300,360,420,480,540,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,272,3,,,,,,,,,,,,,,,,,,
274,SA_ADVANCEDBOOK,SA_ADVANCEDBOOK,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,1,9,,,,,,,,,,,,,,,,,,
275,SA_CASTCANCEL,SA_CASTCANCEL,4,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,70,50,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,274,2,,,,,,,,,,,,,,,,,,
276,SA_MAGICROD,SA_MAGICROD,4,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,60,80,100,,,,,,400,600,800,1000,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,274,4,,,,,,,,,,,,,,,,,,
277,SA_SPELLBREAKER,SA_SPELLBREAKER,1,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,9,,,25,50,75,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,276,1,,,,,,,,,,,,,,,,,,
278,SA_FREECAST,SA_FREECAST,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,35,40,45,50,55,60,65,70,75,55,60,65,70,75,80,85,90,95,100,,,,,,,,,,,,,,,,,,,,,,,65536,,,275,1,,,,,,,,,,,,,,,,,,
279,SA_AUTOSPELL,SA_AUTOSPELL,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,150,180,210,240,270,300,330,360,390,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,,,,,,,,,,65536,,,278,4,,,,,,,,,,,,,,,,,,
280,SA_FLAMELAUNCHER,SA_FLAMELAUNCHER,16,5,40,40,40,40,40,,,,,,,,,,,,,,,,,,990,1,,,,,,,,,,,,,,,,5,,80,85,90,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,65536,,,19,1,274,5,,,,,,,,,,,,,,,,
281,SA_FROSTWEAPON,SA_FROSTWEAPON,16,5,40,40,40,40,40,,,,,,,,,,,,,,,,,,995,1,,,,,,,,,,,,,,,,5,,80,85,90,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,65536,,,14,1,274,5,,,,,,,,,,,,,,,,
282,SA_LIGHTNINGLOADER,SA_LIGHTNINGLOADER,16,5,40,40,40,40,40,,,,,,,,,,,,,,,,,,996,1,,,,,,,,,,,,,,,,5,,80,85,90,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,65536,,,20,1,274,5,,,,,,,,,,,,,,,,
283,SA_SEISMICWEAPON,SA_SEISMICWEAPON,16,5,40,40,40,40,40,,,,,,,,,,,,,,,,,,996,1,,,,,,,,,,,,,,,,5,,80,85,90,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,65536,,,16,1,274,5,,,,,,,,,,,,,,,,
284,SA_DRAGONOLOGY,SA_DRAGONOLOGY,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,12,16,20,,,,,,4,8,12,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,274,9,,,,,,,,,,,,,,,,,,
285,SA_VOLCANO,SA_VOLCANO,2,5,48,46,44,42,40,,,,,,,,,,,,,,,,,,715,1,,,,,,,,,,,,,5000,,,1,,10,14,17,19,20,,,,,,10,20,30,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,280,2,,,,,,,,,,,,,,,,,,
286,SA_DELUGE,SA_DELUGE,2,5,48,46,44,42,40,,,,,,,,,,,,,,,,,,715,1,,,,,,,,,,,,,5000,,,1,,10,14,17,19,20,,,,,,5,9,12,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,281,2,,,,,,,,,,,,,,,,,,
287,SA_VIOLENTGALE,SA_VIOLENTGALE,2,5,48,46,44,42,40,,,,,,,,,,,,,,,,,,715,1,,,,,,,,,,,,,5000,,,1,,10,14,17,19,20,,,,,,3,6,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,282,2,,,,,,,,,,,,,,,,,,
288,SA_LANDPROTECTOR,SA_LANDPROTECTOR,2,5,66,62,58,54,50,,,,,,,,,,,,,,,,,,715,1,717,1,,,,,,,,,,,5000,,,1,,7,7,9,9,11,,,,,,120,150,180,210,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,65536,,,283,2,,,,,,,,,,,,,,,,,,
289,SA_DISPELL,SA_DISPELL,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,715,1,,,,,,,,,,,,,,,,9,,60,70,80,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,65536,,,277,3,,,,,,,,,,,,,,,,,,
290,SA_ABRACADABRA,SA_ABRACADABRA,4,10,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,715,2,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,65536,,,279,5,289,1,288,1,,,,,,,,,,,,,,
291,SA_MONOCELL,SA_MONOCELL,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,75,100,125,150,175,200,225,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
292,SA_CLASSCHANGE,SA_CLASSCHANGE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,20,30,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
293,SA_SUMMONMONSTER,SA_SUMMONMONSTER,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,50,60,70,80,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
294,SA_REVERSEORCISH,SA_REVERSEORCISH,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
295,SA_DEATH,SA_DEATH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
296,SA_FORTUNE,SA_FORTUNE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
297,SA_TAMINGMONSTER,SA_TAMINGMONSTER,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
298,SA_QUESTION,SA_QUESTION,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,80,60,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
299,SA_GRAVITY,SA_GRAVITY,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
300,SA_LEVELUP,SA_LEVELUP,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
301,SA_INSTANTDEATH,SA_INSTANTDEATH,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
302,SA_FULLRECOVERY,SA_FULLRECOVERY,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
303,SA_COMA,SA_COMA,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
304,BD_ADAPTATION,BD_ADAPTATION,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572864,,,1,9,,,,,,,,,,,,,,,,,,
305,BD_ENCORE,BD_ENCORE,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572864,,,304,1,,,,,,,,,,,,,,,,,,
306,BD_LULLABY,BD_LULLABY,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,,,,,,,,,,,,,,,,,,,,
307,BD_RICHMANKIM,BD_RICHMANKIM,4,5,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,150,175,200,225,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,313,3,,,,,,,,,,,,,,,,,,
308,BD_ETERNALCHAOS,BD_ETERNALCHAOS,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,311,1,,,,,,,,,,,,,,,,,,
309,BD_DRUMBATTLEFIELD,BD_DRUMBATTLEFIELD,4,5,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,50,75,100,125,150,,,,,,4,6,8,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,,,,,,,,,,,,,,,,,,,,
310,BD_RINGNIBELUNGEN,BD_RINGNIBELUNGEN,4,5,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,150,200,250,300,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,309,3,,,,,,,,,,,,,,,,,,
311,BD_ROKISWEIL,BD_ROKISWEIL,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,,,,,,,,,,,,,,,,,,,,
312,BD_INTOABYSS,BD_INTOABYSS,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,306,1,,,,,,,,,,,,,,,,,,
313,BD_SIEGFRIED,BD_SIEGFRIED,4,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,40,50,60,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1572864,,,,,,,,,,,,,,,,,,,,,,
314,BD_RAGNAROK,BD_RAGNAROK,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,1,308,1,,,,,,,,,,,,,,,,
315,BA_MUSICALLESSON,BA_MUSICALLESSON,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524288,,,1,9,,,,,,,,,,,,,,,,,,
316,BA_MUSICALSTRIKE,BA_MUSICALSTRIKE,1,5,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,150,175,200,225,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524288,,,315,3,,,,,,,,,,,,,,,,,,
317,BA_DISSONANCE,BA_DISSONANCE,4,5,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,60,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,524288,,,315,1,304,1,,,,,,,,,,,,,,,,
318,BA_FROSTJOKE,BA_FROSTJOKE,4,5,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,30,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,524288,,,305,1,,,,,,,,,,,,,,,,,,
319,BA_WHISTLE,BA_WHISTLE,4,10,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,1,1,2,2,3,3,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,524288,,,317,3,,,,,,,,,,,,,,,,,,
320,BA_ASSASSINCROSS,BA_ASSASSINCROSS,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,13,14,15,16,17,18,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524288,,,317,3,,,,,,,,,,,,,,,,,,
321,BA_POEMBRAGI,BA_POEMBRAGI,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,524288,,,317,3,,,,,,,,,,,,,,,,,,
322,BA_APPLEIDUN,BA_APPLEIDUN,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,11,13,15,17,19,21,23,25,20,40,60,80,100,120,140,160,180,200,,,,,,,,,,,,,,,,,,,,,4,,524288,,,317,3,,,,,,,,,,,,,,,,,,
323,DC_DANCINGLESSON,DC_DANCINGLESSON,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048576,,,1,9,,,,,,,,,,,,,,,,,,
324,DC_THROWARROW,DC_THROWARROW,1,5,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,150,175,200,225,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048576,,,323,3,,,,,,,,,,,,,,,,,,
325,DC_UGLYDANCE,DC_UGLYDANCE,4,5,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1048576,,,304,1,323,1,,,,,,,,,,,,,,,,
326,DC_SCREAM,DC_SCREAM,4,5,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1048576,,,305,1,,,,,,,,,,,,,,,,,,
327,DC_HUMMING,DC_HUMMING,4,10,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,8,10,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048576,,,325,3,,,,,,,,,,,,,,,,,,
328,DC_DONTFORGETME,DC_DONTFORGETME,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,2,4,6,8,10,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,1048576,,,325,3,,,,,,,,,,,,,,,,,,
329,DC_FORTUNEKISS,DC_FORTUNEKISS,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1048576,,,325,3,,,,,,,,,,,,,,,,,,
330,DC_SERVICEFORYOU,DC_SERVICEFORYOU,4,10,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,13,14,15,16,17,18,19,20,13,16,19,22,25,28,31,34,37,40,,,,,,,,,,,,,,,,,,,,,4,,1048576,,,325,3,,,,,,,,,,,,,,,,,,
331,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,WE_MALE,WE_MALE,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,WE_FEMALE,WE_FEMALE,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,WE_CALLPARTNER,WE_CALLPARTNER,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194304,,,,,,,,,,,,,,,,,,,,,,
337,ITM_TOMAHAWK,ITM_TOMAHAWK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,NPC_REVENGE,NPC_REVENGE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,NPC_GRANDDARKNESS,NPC_GRANDDARKNESS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,NPC_DARKSTRIKE,NPC_DARKSTRIKE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,NPC_DARKTHUNDER,NPC_DARKTHUNDER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,NPC_STOP,NPC_STOP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,NPC_BRAKEWEAPON,NPC_BRAKEWEAPON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,NPC_ARMORBRAKE,NPC_ARMORBRAKE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,NPC_HELMBRAKE,NPC_HELMBRAKE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,NPC_SHIELDBRAKE,NPC_SHIELDBRAKE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,NPC_UNDEADATTACK,NPC_UNDEADATTACK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,NPC_RUN,NPC_RUN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,NPC_POWERUP,NPC_POWERUP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,NPC_AGIUP,NPC_AGIUP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
